,Ticket #,Badge,Issue Date ,IssueTime,Plate,State,Make,Model,Violation, Description,Location,Meter, Fine ,Penalty,lat,lng
6869,4040011510,836.0,2020-01-17,1424,DWZ0107,MI,NISS,,A01,EXPIRED METER,300 BLK OF MAYNARD,3558,15.0,0.0,42.279134,-83.742
6870,4040011509,836.0,2020-01-17,1421,DWC2006,MI,FORD,,A01,EXPIRED METER,500 BLK OF WILLIAM E,3878,25.0,0.0,42.277808,-83.742951
6871,4040011508,836.0,2020-01-17,1420,EFD1601,MI,KIA,,A01,EXPIRED METER,500 BLK OF WILLIAM E,3872,15.0,0.0,42.277808,-83.742951
6872,4040011507,836.0,2020-01-17,1416,EDD9427,MI,FORD,,A01,EXPIRED METER,400 BLK OF DIVISION,3453,25.0,0.0,42.281419,-83.748478
6873,4040011501,836.0,2020-01-17,1401,EEH7816,MI,CHEV,,A01,EXPIRED METER,400 BLK OF THOMPSON,3508,15.0,0.0,42.277805,-83.743186
6874,4040011503,836.0,2020-01-17,1407,DJN0677,MI,MAZD,,A01,EXPIRED METER,500 BLK OF THOMPSON,3962,25.0,0.0,42.276172,-83.743164
6875,4040011504,836.0,2020-01-17,1408,KCM1011,PA,JEEP,,A01,EXPIRED METER,500 BLK OF THOMPSON,3975,15.0,0.0,42.276172,-83.743164
6876,4040011514,836.0,2020-01-17,1443,DTE5673,MI,SUBA,,A01,EXPIRED METER,400 BLK OF STATE SOU,3692,15.0,0.0,42.281419,-83.748478
6877,4040011506,836.0,2020-01-17,1411,DKQ9430,MI,CHEV,,A01,EXPIRED METER,400 BLK OF MADISON E,3993,15.0,0.0,42.274189,-83.744159
6878,4040011487,836.0,2020-01-17,1139,EU57A,MI,CHEV,,A01,EXPIRED METER,400 BLK OF WASHINGTO,3781,15.0,0.0,42.281419,-83.748478
6879,9010008056,267.0,2020-01-17,2137,DVC8144,MI,CHEV,,M30,NO PERMITS U/M,M7 LOT,,20.0,0.0,,
6880,4040011500,836.0,2020-01-17,1400,CUX539,MI,GMC,,A01,EXPIRED METER,400 BLK OF THOMPSON,3504,15.0,0.0,42.277805,-83.743186
6881,4040011499,836.0,2020-01-17,1257,CNH3795,MI,DODG,,A45,OVER LEGAL TIME LIMIT,300 BLK OF THAYER SO,,25.0,0.0,42.281419,-83.748478
6882,9010008031,267.0,2020-01-17,1825,JD9C4R,MO,TOYO,,M01,EXPIRED METER,NC27 LOT,693,6.0,0.0,,
6883,4040011498,836.0,2020-01-17,1246,CNH3795,MI,DODG,,A45,OVER LEGAL TIME LIMIT,300 BLK OF THAYER SO,,25.0,0.0,42.281419,-83.748478
6884,9010008054,267.0,2020-01-17,2124,SKITJ1,MI,JEEP,,M30,NO PERMITS U/M,M95 LOT,,20.0,0.0,,
6885,9010008020,267.0,2020-01-17,1717,T53JJF,NJ,JEEP,,M30,NO PERMITS U/M,E1 LOT,,20.0,0.0,,
6886,9010008052,267.0,2020-01-17,2048,DQX9836,MI,FORD,,M30,NO PERMITS U/M,E1 LOT,,20.0,0.0,,
6887,9010008051,267.0,2020-01-17,2040,CSJ469,MI,JEEP,,M30,NO PERMITS U/M,M34 LOT,,20.0,0.0,,
6888,9010008050,267.0,2020-01-17,2038,EBF1441,MI,SUBA,,M30,NO PERMITS U/M,M34 LOT,,20.0,0.0,,
6889,9010008048,267.0,2020-01-17,1928,L544071,IL,MAZD,,M30,NO PERMITS U/M,NW10 LOT,,20.0,0.0,,
6890,9010008047,267.0,2020-01-17,1924,BPG002,MI,BUIC,,M29,OTHER,NC2 LOT,,20.0,0.0,,
6891,9010008046,267.0,2020-01-17,1918,DRR8057,MI,SUBA,,M30,NO PERMITS U/M,NW1 LOT,,20.0,0.0,,
6892,9010008045,267.0,2020-01-17,1917,DLT6465,MI,BMW,,M30,NO PERMITS U/M,NW1 LOT,,20.0,0.0,,
6893,4040011496,836.0,2020-01-17,1237,DRQ0670,MI,HOND,,A01,EXPIRED METER,800 BLK OF WASHINGTO,5682,15.0,0.0,42.281419,-83.748478
6894,4040011493,836.0,2020-01-17,1230,DFD0832,MI,DODG,,A01,EXPIRED METER,300 BLK OF THAYER,5542,15.0,0.0,42.281419,-83.748478
6895,9010008043,267.0,2020-01-17,1914,DSA7044,MI,BUIC,,M30,NO PERMITS U/M,NW1 LOT,,20.0,0.0,,
6896,9010008042,267.0,2020-01-17,1912,CNQ5842,MI,FORD,,M30,NO PERMITS U/M,NW1 LOT,,20.0,0.0,,
6897,9010008041,267.0,2020-01-17,1910,BMB4624,WA,VOLK,,M30,NO PERMITS U/M,NW1 LOT,,20.0,0.0,,
6898,9010008040,267.0,2020-01-17,1908,DRP5401,MI,CHEV,,M30,NO PERMITS U/M,NW1 LOT,,20.0,0.0,,
6899,9050016801,268.0,2020-01-17,0619,DB38862,MI,FORD,,M29,OTHER,W3 LOT,,20.0,0.0,,
6900,9010008039,267.0,2020-01-17,1906,EBV3781,MI,JEEP,,M30,NO PERMITS U/M,NW1 LOT,,20.0,0.0,,
6901,9010008037,267.0,2020-01-17,1837,EBF1434,MI,TOYO,,M01,EXPIRED METER,NC27 LOT,670,10.0,0.0,,
6902,9010008036,267.0,2020-01-17,1833,ULE81H,NJ,CHEV,,M01,EXPIRED METER,NC27 LOT,678,6.0,0.0,,
6903,9010008035,267.0,2020-01-17,1831,6LJL23,MI,CADI,,M01,EXPIRED METER,NC27 LOT,682,6.0,0.0,,
6904,9010008034,267.0,2020-01-17,1830,DLL0973,MI,LINC,,M01,EXPIRED METER,NC27 LOT,684,10.0,0.0,,
6905,9010008033,267.0,2020-01-17,1828,BUH812,MI,CHEV,,M01,EXPIRED METER,NC27 LOT,685,10.0,0.0,,
6906,9010008032,267.0,2020-01-17,1826,DB56170,MI,FORD,,M01,EXPIRED METER,NC27 LOT,692,6.0,0.0,,
6907,4040011495,836.0,2020-01-17,1235,2009EST,MI,BUIC,,A01,EXPIRED METER,200 BLK OF THAYER,5526,15.0,0.0,42.281419,-83.748478
6908,4040011494,836.0,2020-01-17,1234,DJY7529,MI,CHEV,,A01,EXPIRED METER,200 BLK OF THAYER,5528,15.0,0.0,42.281419,-83.748478
6909,9010008049,267.0,2020-01-17,2022,DWB9760,MI,HOND,,M30,NO PERMITS U/M,M16 LOT,,20.0,0.0,,
6910,9010008030,267.0,2020-01-17,1823,ZD1L2M,MO,JEEP,,M01,EXPIRED METER,NC27 LOT,698,10.0,0.0,,
6911,9010008029,267.0,2020-01-17,1821,DMA7814,MI,HOND,,M01,EXPIRED METER,NC27 LOT,663,10.0,0.0,,
6912,9010008028,267.0,2020-01-17,1819,HHX9566,NY,FORD,,M01,EXPIRED METER,NC27 LOT,659,10.0,0.0,,
6913,9010008027,267.0,2020-01-17,1816,N541U0,CA,SUBA,,M01,EXPIRED METER,NC27 LOT,658,10.0,0.0,,
6914,9010008026,267.0,2020-01-17,1815,DKG2892,MI,HOND,,M01,EXPIRED METER,NC27 LOT,656,10.0,0.0,,
6915,4040011537,836.0,2020-01-17,1621,GCL3236,TX,HOND,,A01,EXPIRED METER,900 BLK OF WASHINGTO,5733,15.0,0.0,42.281419,-83.748478
6916,9010008025,267.0,2020-01-17,1803,DRT0189,MI,FORD,,M30,NO PERMITS U/M,NC27 LOT,,20.0,0.0,,
6917,9010008024,267.0,2020-01-17,1801,JA7P7F,MO,MICO,,M30,NO PERMITS U/M,NC27 LOT,,20.0,0.0,,
6918,9010008023,267.0,2020-01-17,1744,DPP9727,MI,FORD,,M30,NO PERMITS U/M,M98 LOT,,20.0,0.0,,
6919,9010008022,267.0,2020-01-17,1724,ECA1301,MI,HYUN,,M30,NO PERMITS U/M,M34 LOT,,20.0,0.0,,
6920,9010008021,267.0,2020-01-17,1722,EDH9752,MI,FORD,,M30,NO PERMITS U/M,M34 LOT,,20.0,0.0,,
6921,9010008057,267.0,2020-01-17,2138,DWZ1760,MI,NISS,,M30,NO PERMITS U/M,M7 LOT,,20.0,0.0,,
6922,9010008038,267.0,2020-01-17,1857,EEH3394,MI,HOND,,M30,NO PERMITS U/M,NC20,,20.0,0.0,,
6923,9050016818,268.0,2020-01-17,1052,CKZ3990,MI,HOND,,M30,NO PERMITS U/M,M86 LOT,,20.0,0.0,,
6924,4040011484,836.0,2020-01-17,1117,0MQR00,MI,HOND,,A04,NO PRKNG ANYTME,600 BLK OF LIBERTY E,3857,25.0,0.0,42.279375,-83.742043
6925,4040011483,836.0,2020-01-17,1114,DUK3771,MI,HOND,,A01,EXPIRED METER,200 BLK OF STATE SOU,3638,25.0,0.0,42.281419,-83.748478
6926,4040011497,836.0,2020-01-17,1238,CSS744,MI,HOND,,A01,EXPIRED METER,800 BLK OF WASHINGTO,5687,15.0,0.0,42.281419,-83.748478
6927,4040011540,836.0,2020-01-17,1634,DMS8927,MI,NISS,,A04,NO PRKNG ANYTME,200 BLK OF THAYER,,25.0,0.0,42.281419,-83.748478
6928,4040011539,836.0,2020-01-17,1632,HHK1859,NY,ACUR,,A01,EXPIRED METER,200 BLK OF THAYER,5520,15.0,0.0,42.281419,-83.748478
6929,4040011538,836.0,2020-01-17,1628,DNM9484,MI,NISS,,A01,EXPIRED METER,200 BLK OF THAYER,5528,25.0,0.0,42.281419,-83.748478
6930,4040011471,836.0,2020-01-17,1048,DNC4546,MI,HOND,,A01,EXPIRED METER,400 BLK OF MAYNARD,3616,25.0,0.0,42.277641,-83.741974
6931,4040011536,836.0,2020-01-17,1620,ECG7032,MI,AUDI,,A01,EXPIRED METER,900 BLK OF WASHINGTO,5725,15.0,0.0,42.281419,-83.748478
6932,4040011535,836.0,2020-01-17,1618,HSW9510,OH,HYUN,,A01,EXPIRED METER,800 BLK OF WASHINGTO,5696,15.0,0.0,42.281419,-83.748478
6933,4040011534,836.0,2020-01-17,1617,KXC6353,PA,CHEV,,A01,EXPIRED METER,800 BLK OF WASHINGTO,5684,15.0,0.0,42.281419,-83.748478
6934,4040011533,836.0,2020-01-17,1616,BSE381,MI,INFI,,A01,EXPIRED METER,800 BLK OF WASHINGTO,5682,15.0,0.0,42.281419,-83.748478
6935,4040011532,836.0,2020-01-17,1614,BEKK141,ON,CHEV,,A01,EXPIRED METER,700 BLK OF WASHINGTO,5676,25.0,0.0,42.281419,-83.748478
6936,4040011531,836.0,2020-01-17,1552,JC99E,MI,SUBA,,A01,EXPIRED METER,300 BLK OF THOMPSON,3404,25.0,0.0,42.279396,-83.743198
6937,4040011530,836.0,2020-01-17,1550,DPJ2143,MI,TOYO,,A01,EXPIRED METER,300 BLK OF THOMPSON,3394,15.0,0.0,42.279396,-83.743198
6938,4040011529,836.0,2020-01-17,1540,EDE4931,MI,TOYO,,A01,EXPIRED METER,400 BLK OF WASHINGTO,3771,0.0,0.0,42.281419,-83.748478
6939,4040011528,836.0,2020-01-17,1537,CLA4529,GA,HOND,,A01,EXPIRED METER,600 BLK OF WASHINGTO,3805,25.0,0.0,42.281419,-83.748478
6940,4040011527,836.0,2020-01-17,1536,EEZ4104,MI,FORD,,A01,EXPIRED METER,600 BLK OF WASHINGTO,3815,15.0,0.0,42.281419,-83.748478
6941,4040011526,836.0,2020-01-17,1535,CQF874,MI,HYUN,,A01,EXPIRED METER,600 BLK OF WASHINGTO,3808,15.0,0.0,42.281419,-83.748478
6942,4040011525,836.0,2020-01-17,1532,DTA3351,MI,JEEP,,A01,EXPIRED METER,500 BLK OF LIBERTY E,3843,25.0,0.0,42.27939,-83.742858
6943,4040011524,836.0,2020-01-17,1528,DXH8884,MI,BMW,,A01,EXPIRED METER,300 BLK OF MAYNARD,3555,15.0,0.0,42.279134,-83.742
6944,4040011523,836.0,2020-01-17,1524,DUZ0948,MI,NISS,,A22,BLOCKING ALLEY,300 BLK OF STATE SOU,,0.0,0.0,42.281419,-83.748478
6945,4040011522,836.0,2020-01-17,1508,HUZ9537,OH,HOND,,A01,EXPIRED METER,200 BLK OF STATE SOU,3633,15.0,0.0,42.281419,-83.748478
6946,4040011521,836.0,2020-01-17,1506,DJV0782,MI,MEBE,,A01,EXPIRED METER,200 BLK OF STATE SOU,3644,25.0,0.0,42.281419,-83.748478
6947,4040011520,836.0,2020-01-17,1501,CQL636,MI,FORD,,A01,EXPIRED METER,300 BLK OF STATE SOU,3664,15.0,0.0,42.281419,-83.748478
6948,4040011482,836.0,2020-01-17,1108,855EYP,KS,TOYO,,A01,EXPIRED METER,400 BLK OF STATE SOU,3715,15.0,0.0,42.281419,-83.748478
6949,4040011485,836.0,2020-01-17,1119,DML7898,MI,MERC,,A01,EXPIRED METER,600 BLK OF LIBERTY E,3856,25.0,0.0,42.279375,-83.742043
6950,4040011465,836.0,2020-01-17,1036,DC71944,MI,FORD,,A01,EXPIRED METER,500 BLK OF THOMPSON,3942,15.0,0.0,42.276172,-83.743164
6951,4040011492,836.0,2020-01-17,1229,DBV4010,MI,FORD,,A01,EXPIRED METER,300 BLK OF THAYER,5544,15.0,0.0,42.281419,-83.748478
6952,4040011481,836.0,2020-01-17,1107,CYA603,MI,TOYO,,A01,EXPIRED METER,400 BLK OF STATE SOU,3719,25.0,0.0,42.281419,-83.748478
6953,4040011480,836.0,2020-01-17,1106,ECZ2788,MI,CHEV,,A01,EXPIRED METER,400 BLK OF STATE SOU,3737,15.0,0.0,42.281419,-83.748478
6954,4040011479,836.0,2020-01-17,1105,EAT1793,MI,MICO,,A01,EXPIRED METER,400 BLK OF STATE SOU,3751,15.0,0.0,42.281419,-83.748478
6955,4040011478,836.0,2020-01-17,1104,DXL3391,MI,NISS,,A01,EXPIRED METER,400 BLK OF STATE SOU,3753,25.0,0.0,42.281419,-83.748478
6956,9050016799,268.0,2020-01-17,0613,EFB3139,MI,VOLK,,M30,NO PERMITS U/M,W3 LOT,,20.0,0.0,,
6957,9050016800,268.0,2020-01-17,0614,EDL7978,MI,AUDI,,M30,NO PERMITS U/M,W3 LOT,,20.0,0.0,,
6958,9050016802,268.0,2020-01-17,0628,DEH7596,MI,INFI,,M29,OTHER,W3 LOT,,20.0,0.0,,
6959,9050016803,268.0,2020-01-17,0638,,MI,OTHE,,M29,OTHER,701 EAST UNIVERSITY,,20.0,0.0,42.272922,-83.735731
6960,9050016804,268.0,2020-01-17,0640,,MI,OTHE,,M29,OTHER,701 EAST UNIVERSITY,,20.0,0.0,42.272922,-83.735731
6961,9050016805,268.0,2020-01-17,0642,,MI,YAMA,,M29,OTHER,701 EAST UNIVERSITY,,20.0,0.0,42.272922,-83.735731
6962,9050016806,268.0,2020-01-17,0648,AC39631,IL,HYUN,,M30,NO PERMITS U/M,SC12 LOT,,20.0,0.0,,
6963,9050016807,268.0,2020-01-17,0733,UMERRN,MI,JEEP,,M29,OTHER,M22 LOT,,20.0,0.0,,
6964,9050016808,268.0,2020-01-17,0800,380ZEJ,NV,JEEP,,M30,NO PERMITS U/M,M28 LOT,,20.0,0.0,,
6965,9050016809,268.0,2020-01-17,0931,5TR464,MA,CHEV,,M29,OTHER,M75 LOT,,20.0,0.0,,
6966,9050016810,268.0,2020-01-17,0932,CCU791,MI,SUBA,,M30,NO PERMITS U/M,M75 LOT,,20.0,0.0,,
6967,9050016811,268.0,2020-01-17,0935,CCU645,MI,FORD,,M30,NO PERMITS U/M,M75 LOT,,20.0,0.0,,
6968,9050016812,268.0,2020-01-17,0939,DKR0673,MI,FORD,,M30,NO PERMITS U/M,M75 LOT,,20.0,0.0,,
6969,9050016813,268.0,2020-01-17,1035,CLT0994,MI,LEXU,,M29,OTHER,M27 LOT,,20.0,0.0,,
6970,9050016814,268.0,2020-01-17,1036,DLS9482,MI,FORD,,M30,NO PERMITS U/M,M27 LOT,,20.0,0.0,,
6971,9050016815,268.0,2020-01-17,1038,JLV09,MI,JEEP,,M30,NO PERMITS U/M,M27 LOT,,20.0,0.0,,
6972,9050016816,268.0,2020-01-17,1039,6MMK43,MI,SUBA,,M30,NO PERMITS U/M,M27 LOT,,20.0,0.0,,
6973,9050016817,268.0,2020-01-17,1049,SCN8A,MI,SUBA,,M30,NO PERMITS U/M,M86 LOT,,20.0,0.0,,
6974,9050016819,268.0,2020-01-17,1054,DBZ8564,MI,FORD,,M30,NO PERMITS U/M,M86 LOT,,20.0,0.0,,
6975,9050016820,268.0,2020-01-17,1117,HRL6191,OH,JEEP,,M30,NO PERMITS U/M,M34 LOT,,20.0,0.0,,
6976,9050016821,268.0,2020-01-17,1119,EBU8748,MI,CHEV,,M30,NO PERMITS U/M,M34 LOT,,20.0,0.0,,
6977,9050016822,268.0,2020-01-17,1121,4MSK01,MI,CHEV,,M30,NO PERMITS U/M,M34 LOT,,20.0,0.0,,
6978,9050016823,268.0,2020-01-17,1130,EDM6815,MI,SUBA,,M04,NO PARK ANYTIME,M18 LOT,,20.0,0.0,,
6979,9050016824,268.0,2020-01-17,1154,EEH1005,MI,CHEV,,M30,NO PERMITS U/M,M22 LOT,,20.0,0.0,,
6980,9050016825,268.0,2020-01-17,1156,DRY0917,MI,FORD,,M30,NO PERMITS U/M,M22 LOT,,20.0,0.0,,
6981,9050016826,268.0,2020-01-17,1157,EDK1019,MI,CHEV,,M30,NO PERMITS U/M,M22 LOT,,20.0,0.0,,
6982,9050016827,268.0,2020-01-17,1159,DUK7659,MI,TOYO,,M30,NO PERMITS U/M,M22 LOT,,20.0,0.0,,
6983,9050016828,268.0,2020-01-17,1213,0KBN86,MI,DODG,,M30,NO PERMITS U/M,M5 LOT,,20.0,0.0,,
6984,9050016829,268.0,2020-01-17,1215,BTW1601,MI,AUDI,,M30,NO PERMITS U/M,M5 LOT,,20.0,0.0,,
6985,9050016830,268.0,2020-01-17,1228,DYM4228,MI,TOYO,,M30,NO PERMITS U/M,M61 LOT,,20.0,0.0,,
6986,9050016831,268.0,2020-01-17,1304,7MMK48,MI,HOND,,M30,NO PERMITS U/M,M66 LOT,,20.0,0.0,,
6987,9050016832,268.0,2020-01-17,1309,ECY1049,MI,FORD,,M30,NO PERMITS U/M,M64 LOT,,20.0,0.0,,
6988,9050016833,268.0,2020-01-17,1327,CSC524,MI,ACUR,,M30,NO PERMITS U/M,M95 LOT,,20.0,0.0,,
6989,9050016834,268.0,2020-01-17,1329,CMC4525,MI,JEEP,,M30,NO PERMITS U/M,M95 LOT,,20.0,0.0,,
6990,9050016835,268.0,2020-01-17,1331,CKN0478,MI,CHRY,,M30,NO PERMITS U/M,M95 LOT,,20.0,0.0,,
6991,4040011477,836.0,2020-01-17,1101,JJ53P,MI,FORD,,A01,EXPIRED METER,400 BLK OF STATE SOU,3704,25.0,0.0,42.281419,-83.748478
6992,9010008058,267.0,2020-01-17,2159,CFK431,MI,JEEP,,M29,OTHER,W13 LOT,,20.0,0.0,,
6993,4040011476,836.0,2020-01-17,1054,CML1284,MI,JEEP,,A01,EXPIRED METER,500 BLK OF WILLIAM E,3876,15.0,0.0,42.277808,-83.742951
6994,4040011475,836.0,2020-01-17,1051,DYP6148,MI,KIA,,A01,EXPIRED METER,400 BLK OF MAYNARD,3595,15.0,0.0,42.277641,-83.741974
6995,4040011474,836.0,2020-01-17,1050,DAA2932,MI,SUBA,,A01,EXPIRED METER,400 BLK OF MAYNARD,3603,25.0,0.0,42.277641,-83.741974
6996,4040011473,836.0,2020-01-17,1049,LVUMICH,MI,SUBA,,A01,EXPIRED METER,400 BLK OF MAYNARD,3607,15.0,0.0,42.277641,-83.741974
6997,4040011472,836.0,2020-01-17,1048,DQQ8472,MI,FORD,,A01,EXPIRED METER,400 BLK OF MAYNARD,3612,25.0,0.0,42.277641,-83.741974
6998,4040011470,836.0,2020-01-17,1046,BJF350,MI,DODG,,A01,EXPIRED METER,500 BLK OF JEFFERSON,3931,15.0,0.0,42.275581,-83.759037
6999,4040011469,836.0,2020-01-17,1043,AJE299,MI,HOND,,A01,EXPIRED METER,500 BLK OF THOMPSON,3949,15.0,0.0,42.276172,-83.743164
7000,4040011468,836.0,2020-01-17,1041,5LFK20,MI,LEXU,,A01,EXPIRED METER,500 BLK OF THOMPSON,3971,15.0,0.0,42.276172,-83.743164
7001,4040011467,836.0,2020-01-17,1040,8AMJX9,CT,VOLK,,A01,EXPIRED METER,400 BLK OF MADISON E,3990,15.0,0.0,42.274189,-83.744159
7002,4040011466,836.0,2020-01-17,1039,EEL4040,MI,PONT,,A01,EXPIRED METER,400 BLK OF MADISON E,3985,15.0,0.0,42.274189,-83.744159
7003,4040011464,836.0,2020-01-17,1034,DWP7234,MI,FORD,,A01,EXPIRED METER,400 BLK OF JEFFERSON,3575,15.0,0.0,42.275581,-83.759037
7004,4040011463,836.0,2020-01-17,1029,DQZ2761,MI,FORD,,A01,EXPIRED METER,300 BLK OF THOMPSON,3411,15.0,0.0,42.279396,-83.743198
7005,4040011462,836.0,2020-01-17,1027,ECV2422,MI,INFI,,A01,EXPIRED METER,300 BLK OF THOMPSON,3392,15.0,0.0,42.279396,-83.743198
7006,4040011461,836.0,2020-01-17,1005,DVW1085,MI,VOLK,,A01,EXPIRED METER,500 BLK OF DIVISION,3484,25.0,0.0,42.281419,-83.748478
7007,H000230302,147.0,2020-01-17,2152,DCW4867,MI,FORD,,A27,HANDICAP,200 KOCH,,115.0,0.0,42.272002,-83.750487
7008,9020017058,262.0,2020-01-17,0906,8MDP78,MI,CHEV,,M01,EXPIRED METER,SC32 LOT,1782,10.0,0.0,,
7009,4020031900,860.0,2020-01-17,1050,DTV8161,MI,HOND,,A04,NO PRKNG ANYTME,600 BLK OF WASHINGTO,,25.0,0.0,42.281419,-83.748478
7010,4040011486,836.0,2020-01-17,1138,DBD4317,MI,FORD,,A01,EXPIRED METER,400 BLK OF WASHINGTO,3772,15.0,0.0,42.281419,-83.748478
7011,9010008059,267.0,2020-01-17,2205,Y829K,MI,UNKN,,M29,OTHER,RICHARD KENNEDY DR,,20.0,0.0,,
7012,9010008044,267.0,2020-01-17,1915,DXK7299,MI,HYUN,,M30,NO PERMITS U/M,NW1 LOT,,20.0,0.0,,
7013,4100047846,837.0,2020-01-17,1243,ECH6543,MI,TOYO,,A01,EXPIRED METER,700 BLK OF TAPPAN,4616,25.0,0.0,42.281419,-83.748478
7014,4080022370,815.0,2020-01-17,0941,DKW7513,MI,SUBA,,A01,EXPIRED METER,400 BLK OF WASHINGTO,2796,25.0,0.0,42.281419,-83.748478
7015,4080022369,815.0,2020-01-17,0940,DQ70H,MI,TOYO,,A01,EXPIRED METER,400 BLK OF WASHINGTO,2794,15.0,0.0,42.281419,-83.748478
7016,4080022368,815.0,2020-01-17,0939,BSJ164,MI,MAZD,,A01,EXPIRED METER,400 BLK OF WASHINGTO,2788,15.0,0.0,42.281419,-83.748478
7017,4080022371,815.0,2020-01-17,0945,ARF833,MI,TESL,,A06,NO PARKING,RAMP  RAMP 3,,25.0,0.0,,
7018,4080022372,815.0,2020-01-17,0946,2HGM40,MI,MAZD,,A06,NO PARKING,0 BLK OF RAMP 3,,25.0,0.0,42.281419,-83.748478
7019,4080022373,815.0,2020-01-17,0947,DQG1510,MI,FORD,,A06,NO PARKING,0 BLK OF RAMP 3,,25.0,0.0,42.281419,-83.748478
7020,4080022374,815.0,2020-01-17,0948,CBM7354,MI,HOND,,A06,NO PARKING,0 BLK OF RAMP 3,,25.0,0.0,42.281419,-83.748478
7021,4080022375,815.0,2020-01-17,0952,EDA8615,MI,CHRY,,A06,NO PARKING,RAMP 5,,35.0,0.0,,
7022,4080022376,815.0,2020-01-17,0953,DD08828,MI,JEEP,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
7023,4080022377,815.0,2020-01-17,0954,DKR2323,MI,FORD,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
7024,4080022378,815.0,2020-01-17,0959,EDZ5854,MI,KIA,,A06,NO PARKING,RAMP 2,,35.0,0.0,,
7025,4080022379,815.0,2020-01-17,1017,EEQ3297,MI,CHEV,,A01,EXPIRED METER,300 BLK OF DIVISION,3352,15.0,0.0,42.281419,-83.748478
7026,4080022380,815.0,2020-01-17,1029,CWP8355,MI,BMW,,A04,NO PRKNG ANYTME,400 BLK OF E ANN,,35.0,0.0,42.282298,-83.743364
7027,4080022381,815.0,2020-01-17,1030,DRY5123,MI,SAAB,,A04,NO PRKNG ANYTME,508 E ANN,,0.0,0.0,42.282265,-83.742512
7028,4080022382,815.0,2020-01-17,1034,GQ26S,MI,FORD,,A04,NO PRKNG ANYTME,338 CATHERINE,,35.0,0.0,42.283122,-83.744224
7029,4080022383,815.0,2020-01-17,1040,DVC6206,MI,LINC,,A01,EXPIRED METER,200 BLK OF FIFTH AVE,1619,15.0,0.0,42.281419,-83.748478
7030,4080022384,815.0,2020-01-17,1041,HP67N,MI,FORD,,A01,EXPIRED METER,200 BLK OF FIFTH AVE,1623,15.0,0.0,42.281419,-83.748478
7031,4080022385,815.0,2020-01-17,1043,DEK7323,MI,CHEV,,A01,EXPIRED METER,300 BLK OF ANN EAST,1713,15.0,0.0,42.282251,-83.745402
7032,4080022386,815.0,2020-01-17,1045,DUJ8916,MI,FORD,,A01,EXPIRED METER,CITY HALL LOT,6505,15.0,0.0,,
7033,4080022387,815.0,2020-01-17,1051,DFJ7444,MI,FORD,,A01,EXPIRED METER,200 BLK OF ANN EAST,1675,15.0,0.0,42.282311,-83.747211
7034,4080022388,815.0,2020-01-17,1058,DUJ8650,MI,FORD,,A01,EXPIRED METER,200 BLK OF FOURTH AV,1452,25.0,0.0,42.282585,-83.747194
7035,4080022389,815.0,2020-01-17,1111,DKL3372,MI,HOND,,A01,EXPIRED METER,KERRYTOWN LOT,6620,15.0,0.0,,
7036,4080022390,815.0,2020-01-17,1113,BSM270,MI,JEEP,,A01,EXPIRED METER,KERRYTOWN LOT,6603,15.0,0.0,,
7037,4080022391,815.0,2020-01-17,1116,CMN9532,MI,CHEV,,A29,OTHER,200 BLK OF E KINGSLE,,25.0,0.0,42.281419,-83.748478
7038,4080022392,815.0,2020-01-17,1123,CA35104,MI,NISS,,A01,EXPIRED METER,FARMER'S MARKET,54,25.0,0.0,42.284,-83.7462
7039,4080022393,815.0,2020-01-17,1125,CPD528,MI,BMW,,A01,EXPIRED METER,FARMER'S MARKET,25,25.0,0.0,42.284,-83.7462
7040,4080022395,815.0,2020-01-17,1130,5MMK85,MI,TOYO,,A01,EXPIRED METER,FARMER'S MARKET,72,15.0,0.0,42.284,-83.7462
7041,4080022396,815.0,2020-01-17,1132,5KMR54,MI,VOLK,,A01,EXPIRED METER,300 BLK OF DETROIT S,1565,15.0,0.0,42.281419,-83.748478
7042,4080022397,815.0,2020-01-17,1134,BDT215,MI,SATU,,A01,EXPIRED METER,300 BLK OF DETROIT S,1561,15.0,0.0,42.281419,-83.748478
7043,4080022398,815.0,2020-01-17,1137,DQX6916,MI,SUBA,,A01,EXPIRED METER,200 BLK OF FOURTH AV,1464,15.0,0.0,42.282585,-83.747194
7044,4080022399,815.0,2020-01-17,1140,3213J6,MI,FORD,,A01,EXPIRED METER,100 BLK OF ANN EAST,1651,25.0,0.0,42.282345,-83.748449
7045,4080022400,815.0,2020-01-17,1142,DQR6252,MI,SAAB,,A01,EXPIRED METER,200 BLK OF MAIN ST N,1319,15.0,0.0,42.282558,-83.748438
7046,4080022401,815.0,2020-01-17,1144,ARF842,MI,JEEP,,A01,EXPIRED METER,200 BLK OF MAIN ST N,1302,25.0,0.0,42.282558,-83.748438
7047,4080022402,815.0,2020-01-17,1149,BC51536,IL,NISS,,A24,BACKED IN STALL,LOT 6,6310,25.0,0.0,,
7048,4080022403,815.0,2020-01-17,1152,Z56HSI,FL,GMC,,A24,BACKED IN STALL,LOT 6,6335,25.0,0.0,,
7049,4080022404,815.0,2020-01-17,1156,DZ8559,MI,JEEP,,A01,EXPIRED METER,100 BLK OF FOURTH AV,1477,15.0,0.0,42.281066,-83.747264
