,Ticket #,Badge,Issue Date ,IssueTime,Plate,State,Make,Model,Violation, Description,Location,Meter, Fine ,Penalty,lat,lng
4148,4060010872,837.0,2020-01-10,1241,A03GQ,MI,HOND,,A01,EXPIRED METER,400 BLK OF STATE SOU,3716,25.0,0.0,42.281419,-83.748478
4149,4060010874,837.0,2020-01-10,1245,DNE0379,MI,CHEV,,A01,EXPIRED METER,400 BLK OF STATE SOU,3750,15.0,0.0,42.281419,-83.748478
4150,4060010875,837.0,2020-01-10,1254,DC09159,MI,CHEV,,A01,EXPIRED METER,400 BLK OF MAYNARD,3601,25.0,0.0,42.277641,-83.741974
4151,4060010877,837.0,2020-01-10,1257,DSX8036,MI,JEEP,,A01,EXPIRED METER,400 BLK OF MAYNARD,3582,15.0,0.0,42.277641,-83.741974
4152,4060010878,837.0,2020-01-10,1300,DJV3249,MI,FORD,,A01,EXPIRED METER,400 BLK OF THOMPSON,3519,25.0,0.0,42.277805,-83.743186
4153,4060010879,837.0,2020-01-10,1302,JJ16L,MI,CHEV,,A01,EXPIRED METER,400 BLK OF THOMPSON,3529,25.0,0.0,42.277805,-83.743186
4154,4060010873,837.0,2020-01-10,1243,EEJ4915,MI,BUIC,,A28,12 INCHES CURB,400 BLK OF STATE SOU,3720,35.0,0.0,42.281419,-83.748478
4155,4060010881,837.0,2020-01-10,1306,BU38234,IL,TOYO,,A28,12 INCHES CURB,400 BLK OF JEFFERSON,3575,25.0,0.0,42.275581,-83.759037
4156,4060010887,837.0,2020-01-10,1327,DWM9731,MI,HOND,,A01,EXPIRED METER,500 BLK OF DIVISION,3490,15.0,0.0,42.281419,-83.748478
4157,4060010860,837.0,2020-01-10,1206,CLS5826,MI,AUDI,,A01,EXPIRED METER,800 BLK OF MONROE,4885,15.0,0.0,42.273298,-83.739288
4158,4060010886,837.0,2020-01-10,1322,552AYF,IN,VOLK,,A01,EXPIRED METER,500 BLK OF THOMPSON,3959,25.0,0.0,42.276172,-83.743164
4159,4060010885,837.0,2020-01-10,1320,G284150,IL,FORD,,A01,EXPIRED METER,500 BLK OF THOMPSON,3956,15.0,0.0,42.276172,-83.743164
4160,4060010884,837.0,2020-01-10,1319,BWL333,MI,CHEV,,A01,EXPIRED METER,500 BLK OF THOMPSON,3944,15.0,0.0,42.276172,-83.743164
4161,4060010882,837.0,2020-01-10,1311,DA24886,MI,DODG,,A15,15' FIRE HYDRAN,500 BLK OF JEFFERSON,,40.0,0.0,42.275581,-83.759037
4162,4060010883,837.0,2020-01-10,1317,DCA3590,MI,GMC,,A01,EXPIRED METER,500 BLK OF THOMPSON,3941,25.0,0.0,42.276172,-83.743164
4163,4060010876,837.0,2020-01-10,1256,4MQQ50,MI,BMW,,A01,EXPIRED METER,400 BLK OF MAYNARD,3590,15.0,0.0,42.277641,-83.741974
4164,4060010880,837.0,2020-01-10,1303,BHS998,MI,BUIC,,A01,EXPIRED METER,400 BLK OF THOMPSON,3526,15.0,0.0,42.277805,-83.743186
4165,4020031809,827.0,2020-01-11,0938,EDN9647,MI,HOND,,A06,NO PARKING,LIBRARY LANE,,25.0,0.0,42.27875,-83.74556
4166,9050016706,268.0,2020-01-11,0620,C0DEIT,MI,VOLK,,M30,NO PERMITS U/M,W3 LOT,,20.0,0.0,,
4167,4020031812,827.0,2020-01-11,0952,ECH3234,MI,MEBE,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
4168,4020031810,827.0,2020-01-11,0950,EBN5731,MI,JEEP,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
4169,4020031823,827.0,2020-01-11,1017,DMW1062,MI,JEEP,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2515,25.0,0.0,42.16609,-83.78144
4170,9050016708,268.0,2020-01-11,0623,4MFF07,MI,FORD,,M30,NO PERMITS U/M,W3 LOT,,20.0,0.0,,
4171,4020031811,827.0,2020-01-11,0951,CUZ959,MI,CHEV,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
4172,9050016707,268.0,2020-01-11,0622,DXU6775,MI,FORD,,M30,NO PERMITS U/M,W3 LOT,,20.0,0.0,,
4173,4100047748,837.0,2020-01-11,1516,EEB2642,MI,JEEP,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4687,15.0,0.0,42.27854,-83.74019
4174,4020031813,827.0,2020-01-11,0953,4MKX60,MI,VOLV,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
4175,4020031814,827.0,2020-01-11,0954,0KCE98,MI,MERC,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
4176,9050016709,268.0,2020-01-11,0626,730VEA,WI,CHEV,,M30,NO PERMITS U/M,W3 LOT,,20.0,0.0,,
4177,4090020217,822.0,2020-01-11,1528,CQJ338,MI,HOND,,A01,EXPIRED METER,500 BLK OF LIBERTY E,3830,15.0,0.0,42.27939,-83.742858
4178,4020031853,827.0,2020-01-11,1412,DMN9523,MI,HOND,,A01,EXPIRED METER,200 BLK OF WASHINGTO,2701,15.0,0.0,42.281419,-83.748478
4179,4020031846,827.0,2020-01-11,1248,CHU1811,MI,HOND,,A01,EXPIRED METER,300 BLK OF LIBERTY E,2842,25.0,0.0,42.279484,-83.746003
4180,4020031875,827.0,2020-01-11,1519,CND6649,MI,CHEV,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2777,15.0,0.0,42.281419,-83.748478
4181,4020031815,827.0,2020-01-11,0955,4LGX12,MI,FORD,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
4182,4020031878,827.0,2020-01-11,1531,DRP5712,MI,CHEV,,A01,EXPIRED METER,400 BLK OF ASHLEY SO,2965,25.0,0.0,42.281419,-83.748478
4183,4020031862,827.0,2020-01-11,1423,DJW7402,MI,INFI,,A01,EXPIRED METER,100 BLK OF MAIN ST S,2306,15.0,0.0,42.281241,-83.748488
4184,4020031808,827.0,2020-01-11,0937,A2W0RKS,MI,TOYO,,A06,NO PARKING,LIBRARY LANE,,25.0,0.0,42.27875,-83.74556
4185,4100047753,837.0,2020-01-11,1522,EBF7380,MI,BMW,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4671,25.0,0.0,42.27854,-83.74019
4186,4020031882,827.0,2020-01-11,1610,ANT892,MI,KIA,,A01,EXPIRED METER,LOT 3,6003,15.0,0.0,,
4187,4020031830,827.0,2020-01-11,1114,UMICHGN,IL,VOLK,,A01,EXPIRED METER,COMMUNITY HIGH,6173,15.0,0.0,42.28395,-83.74433
4188,4020031851,827.0,2020-01-11,1407,EDY5316,MI,FORD,,A01,EXPIRED METER,400 BLK OF WASHINGTO,2794,15.0,0.0,42.281419,-83.748478
4189,4020031879,827.0,2020-01-11,1532,HSY1739,OH,AUDI,,A01,EXPIRED METER,400 BLK OF ASHLEY SO,2961,15.0,0.0,42.281419,-83.748478
4190,4020031880,827.0,2020-01-11,1535,DNM3866,MI,JEEP,,A29,OTHER,400 BLK OF ASHLEY SO,2973,25.0,0.0,42.281419,-83.748478
4191,4020031881,827.0,2020-01-11,1608,JC80Z,MI,TOYO,,A29,OTHER,LOT 3,6024,35.0,0.0,,
4192,4020031807,827.0,2020-01-11,0930,DRP7271,MI,FORD,,A01,EXPIRED METER,200 BLK OF FOURTH AV,1458,25.0,0.0,42.282585,-83.747194
4193,4020031829,827.0,2020-01-11,1111,BZA8327,MI,FORD,,A01,EXPIRED METER,COMMUNITY HIGH,6149,25.0,0.0,42.28395,-83.74433
4194,4020031816,827.0,2020-01-11,0956,DUZ6617,MI,JEEP,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
4195,4020031877,827.0,2020-01-11,1528,6MSF39,MI,SATU,,A01,EXPIRED METER,400 BLK OF MAIN ST S,2349,25.0,0.0,42.277951,-83.748673
4196,4020031876,827.0,2020-01-11,1521,ECH9868,MI,AUDI,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2776,15.0,0.0,42.281419,-83.748478
4197,4020031850,827.0,2020-01-11,1406,CDU7556,MI,CHEV,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2722,25.0,0.0,42.281419,-83.748478
4198,4020031874,827.0,2020-01-11,1505,EAU4176,MI,SUBA,,A04,NO PRKNG ANYTME,334 FIFTH AVE SOUTH,,35.0,0.0,42.278457,-83.746159
4199,4020031873,827.0,2020-01-11,1504,DBQ9664,MI,MAZD,,A01,EXPIRED METER,LIBRARY LANE,2883,15.0,0.0,42.27875,-83.74556
4200,4020031872,827.0,2020-01-11,1502,CWH849,MI,HOND,,A01,EXPIRED METER,LIBRARY LANE,2890,15.0,0.0,42.27875,-83.74556
4201,4020031871,827.0,2020-01-11,1500,4LDV61,MI,SUBA,,A01,EXPIRED METER,300 BLK OF DIVISION,3340,15.0,0.0,42.281419,-83.748478
4202,4020031870,827.0,2020-01-11,1459,6LPD19,MI,TOYO,,A01,EXPIRED METER,300 BLK OF DIVISION,3350,25.0,0.0,42.281419,-83.748478
4203,4020031869,827.0,2020-01-11,1458,DEM8531,MI,TOYO,,A01,EXPIRED METER,300 BLK OF DIVISION,3360,15.0,0.0,42.281419,-83.748478
4204,4020031868,827.0,2020-01-11,1455,DKH9660,MI,CHEV,,A01,EXPIRED METER,300 BLK OF WILLIAM E,2942,15.0,0.0,42.277854,-83.746185
4205,4020031867,827.0,2020-01-11,1453,CAR0SEL,MI,TOYO,,A01,EXPIRED METER,300 BLK OF WILLIAM E,2934,25.0,0.0,42.277854,-83.746185
4206,4020031866,827.0,2020-01-11,1428,EAR2663,MI,FORD,,A01,EXPIRED METER,200 BLK OF ASHLEY SO,2374,15.0,0.0,42.281419,-83.748478
4207,4020031865,827.0,2020-01-11,1427,DWM8894,MI,FORD,,A01,EXPIRED METER,200 BLK OF ASHLEY SO,2381,15.0,0.0,42.281419,-83.748478
4208,4020031864,827.0,2020-01-11,1426,EAR0527,MI,SATU,,A01,EXPIRED METER,100 BLK OF LIBERTY W,2594,25.0,0.0,42.279573,-83.74858
4209,4020031863,827.0,2020-01-11,1425,EEV7714,MI,CHEV,,A01,EXPIRED METER,100 BLK OF LIBERTY W,2586,15.0,0.0,42.279573,-83.74858
4210,4020031838,827.0,2020-01-11,1156,EBL4259,MI,FORD,,A01,EXPIRED METER,400 BLK OF DETROIT S,1599,25.0,0.0,42.281419,-83.748478
4211,4020031861,827.0,2020-01-11,1422,1MSJ25,MI,CHEV,,A01,EXPIRED METER,100 BLK OF MAIN ST S,2300,15.0,0.0,42.281241,-83.748488
4212,4020031860,827.0,2020-01-11,1420,CNU4601,MI,TOYO,,A01,EXPIRED METER,100 BLK OF MAIN ST S,2305,25.0,0.0,42.281241,-83.748488
4213,4020031859,827.0,2020-01-11,1419,DXX5641,MI,FORD,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2731,25.0,0.0,42.281419,-83.748478
4214,4020031858,827.0,2020-01-11,1418,DUC6783,MI,SUBA,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2734,15.0,0.0,42.281419,-83.748478
4215,4020031857,827.0,2020-01-11,1416,ECP5088,MI,NISS,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2608,25.0,0.0,42.281419,-83.748478
4216,4020031817,827.0,2020-01-11,0958,DMB8993,MI,FORD,,A06,NO PARKING,RAMP 5,,25.0,0.0,,
4217,4020031856,827.0,2020-01-11,1416,M5L0LJK,MI,BMW,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2611,15.0,0.0,42.281419,-83.748478
4218,4020031855,827.0,2020-01-11,1414,DSA7682,MI,JAGU,,A01,EXPIRED METER,100 BLK OF ASHLEY SO,2360,15.0,0.0,42.281419,-83.748478
4219,4020031854,827.0,2020-01-11,1413,0MRT25,MI,TESL,,A01,EXPIRED METER,200 BLK OF WASHINGTO,2693,15.0,0.0,42.281419,-83.748478
4220,4020031818,827.0,2020-01-11,1001,JC80Z,MI,TOYO,,A01,EXPIRED METER,LOT 3,6024,25.0,0.0,,
4221,4020031852,827.0,2020-01-11,1408,ECH0135,MI,JEEP,,A01,EXPIRED METER,400 BLK OF WASHINGTO,2802,25.0,0.0,42.281419,-83.748478
4222,9050016710,268.0,2020-01-11,0631,CWH922,MI,TOYO,,M30,NO PERMITS U/M,W3 LOT,,20.0,0.0,,
4223,4020031824,827.0,2020-01-11,1018,MVBALL,MI,JEEP,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2519,15.0,0.0,42.16609,-83.78144
4224,4020031849,827.0,2020-01-11,1403,DUR4899,MI,CHEV,,A01,EXPIRED METER,100 BLK OF FIRST ST,2480,15.0,0.0,42.281419,-83.748478
4225,4020031848,827.0,2020-01-11,1250,DGV6486,MI,MEBE,,A01,EXPIRED METER,300 BLK OF LIBERTY E,2853,15.0,0.0,42.279484,-83.746003
4226,4020031847,827.0,2020-01-11,1250,MABUZA,MI,LINC,,A01,EXPIRED METER,300 BLK OF LIBERTY E,2847,25.0,0.0,42.279484,-83.746003
4227,4020031819,827.0,2020-01-11,1012,CWZ916,MI,SUBA,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2503,25.0,0.0,42.16609,-83.78144
4228,4020031845,827.0,2020-01-11,1247,EAG7927,MI,DODG,,A01,EXPIRED METER,300 BLK OF LIBERTY E,2841,15.0,0.0,42.279484,-83.746003
4229,4020031844,827.0,2020-01-11,1244,DJD2619,MI,TOYO,,A01,EXPIRED METER,200 BLK OF LIBERTY E,2825,25.0,0.0,42.279512,-83.746802
4230,4020031843,827.0,2020-01-11,1243,EEQ1919,MI,GMC,,A01,EXPIRED METER,200 BLK OF LIBERTY E,2822,15.0,0.0,42.279512,-83.746802
4231,4020031842,827.0,2020-01-11,1242,DDY2490,MI,CHEV,,A01,EXPIRED METER,200 BLK OF LIBERTY E,2827,25.0,0.0,42.279512,-83.746802
4232,4020031841,827.0,2020-01-11,1219,DZN5354,MI,TOYO,,A29,OTHER,200 BLK OF FIFTH AVE,2868,35.0,0.0,42.281419,-83.748478
4233,4020031840,827.0,2020-01-11,1217,DXP0873,MI,KIA,,A01,EXPIRED METER,200 BLK OF FIFTH AVE,2864,15.0,0.0,42.281419,-83.748478
4234,4020031820,827.0,2020-01-11,1013,BCU9989,MI,FORD,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2505,15.0,0.0,42.16609,-83.78144
4235,4020031839,827.0,2020-01-11,1212,798PWJ,WI,HYUN,,A01,EXPIRED METER,100 BLK OF FIFTH AVE,2858,15.0,0.0,42.281811,-83.746014
4236,4020031837,827.0,2020-01-11,1156,0LNC89,MI,SUBA,,A01,EXPIRED METER,400 BLK OF DETROIT S,1597,15.0,0.0,42.281419,-83.748478
4237,4020031836,827.0,2020-01-11,1153,9MQH29,MI,SUBA,,A01,EXPIRED METER,400 BLK OF FIFTH AVE,1643,15.0,0.0,42.277808,-83.756022
4238,4020031835,827.0,2020-01-11,1146,EAQ5478,MI,SUBA,,A01,EXPIRED METER,KERRYTOWN LOT,6614,25.0,0.0,,
4239,4020031834,827.0,2020-01-11,1145,DTN0007,MI,FORD,,A01,EXPIRED METER,KERRYTOWN LOT,6620,15.0,0.0,,
4240,4020031833,827.0,2020-01-11,1144,DKP5522,MI,SUBA,,A01,EXPIRED METER,KERRYTOWN LOT,6606,15.0,0.0,,
4241,4020031832,827.0,2020-01-11,1142,DZJ7587,MI,LINC,,A01,EXPIRED METER,200 BLK OF KINGSLEY,1760,15.0,0.0,42.281419,-83.748478
4242,4020031831,827.0,2020-01-11,1115,EDY9293,MI,TOYO,,A01,EXPIRED METER,COMMUNITY HIGH,6175,15.0,0.0,42.28395,-83.74433
4243,4020031821,827.0,2020-01-11,1014,BWTS968,ON,MAZD,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2509,25.0,0.0,42.16609,-83.78144
4244,4020031828,827.0,2020-01-11,1109,ZINZER,MI,MAZD,,A01,EXPIRED METER,COMMUNITY HIGH,6146,15.0,0.0,42.28395,-83.74433
4245,4020031822,827.0,2020-01-11,1015,DBN2342,MI,JEEP,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2513,25.0,0.0,42.16609,-83.78144
4246,4020031826,827.0,2020-01-11,1051,DSW2985,MI,FORD,,A01,EXPIRED METER,100 BLK OF JEFFERSON,2620,15.0,0.0,42.275581,-83.759037
4247,4020031825,827.0,2020-01-11,1020,6MJH76,MI,MAZD,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2537,15.0,0.0,42.16609,-83.78144
4248,4020031827,827.0,2020-01-11,1107,DMC9237,MI,BUIC,,A01,EXPIRED METER,COMMUNITY HIGH,6147,15.0,0.0,42.28395,-83.74433
4249,4020031883,827.0,2020-01-11,1611,6LZM857,CA,BMW,,A01,EXPIRED METER,LOT 3,6018,15.0,0.0,,
4250,4100047673,837.0,2020-01-11,1200,CU80W,MI,TOYO,,A01,EXPIRED METER,500 BLK OF THOMPSON,3948,15.0,0.0,42.276172,-83.743164
4251,4020031885,827.0,2020-01-11,1655,JB11M,MI,FORD,,A04,NO PRKNG ANYTME,511 KINGSLEY EAST,,35.0,0.0,42.284678,-83.741958
4252,4100047734,837.0,2020-01-11,1448,HUQ1165,OH,CHEV,,A01,EXPIRED METER,700 BLK OF TAPPAN,4600,15.0,0.0,42.281419,-83.748478
4253,4100047736,837.0,2020-01-11,1452,EBU5714,MI,BMW,,A01,EXPIRED METER,600 BLK OF TAPPAN,4577,25.0,0.0,42.281419,-83.748478
4254,4100047737,837.0,2020-01-11,1454,EEB7058,MI,HOND,,A01,EXPIRED METER,600 BLK OF TAPPAN,4576,15.0,0.0,42.281419,-83.748478
4255,4100047738,837.0,2020-01-11,1501,HRH6153,NY,JEEP,,A01,EXPIRED METER,600 BLK OF UNIVERSIT,4633,25.0,0.0,42.27117,-83.73577
4256,4100047739,837.0,2020-01-11,1502,BWWY826,ON,FORD,,A01,EXPIRED METER,600 BLK OF UNIVERSIT,4641,25.0,0.0,42.27117,-83.73577
4257,4100047740,837.0,2020-01-11,1505,DFP5433,NY,LEXU,,A01,EXPIRED METER,600 BLK OF UNIVERSIT,4638,15.0,0.0,42.27117,-83.73577
4258,4100047741,837.0,2020-01-11,1507,DVG6010,MI,CHEV,,A01,EXPIRED METER,600 BLK OF UNIVERSIT,4642,15.0,0.0,42.27117,-83.73577
4259,4100047742,837.0,2020-01-11,1508,DPR0100,MI,SUBA,,A01,EXPIRED METER,600 BLK OF UNIVERSIT,4644,25.0,0.0,42.27117,-83.73577
4260,4100047743,837.0,2020-01-11,1512,DVF8152,MI,AUDI,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4697,25.0,0.0,42.27854,-83.74019
4261,4100047744,837.0,2020-01-11,1513,AHD468,MI,LEXU,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4695,25.0,0.0,42.27854,-83.74019
4262,4100047745,837.0,2020-01-11,1514,DZR2675,MI,KIA,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4693,0.0,0.0,42.27854,-83.74019
4263,4100047746,837.0,2020-01-11,1515,EDP9912,MI,TOYO,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4691,25.0,0.0,42.27854,-83.74019
4264,4100047747,837.0,2020-01-11,1516,V638853,IL,FORD,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4689,25.0,0.0,42.27854,-83.74019
4265,4100047749,837.0,2020-01-11,1518,DNC5682,MI,CHEV,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4683,15.0,0.0,42.27854,-83.74019
4266,4100047750,837.0,2020-01-11,1518,DAX2239,MI,MAZD,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4679,15.0,0.0,42.27854,-83.74019
4267,4100047751,837.0,2020-01-11,1519,414WDJ,WI,INFI,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4679,0.0,0.0,42.27854,-83.74019
4268,4100047752,837.0,2020-01-11,1521,414WDJ,WI,INFI,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4677,25.0,0.0,42.27854,-83.74019
4269,4100047730,837.0,2020-01-11,1442,DJV3072,MI,JEEP,,A01,EXPIRED METER,700 BLK OF TAPPAN,4592,25.0,0.0,42.281419,-83.748478
4270,4100047754,837.0,2020-01-11,1524,JM48E,MI,GMC,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4666,15.0,0.0,42.27854,-83.74019
4271,4100047755,837.0,2020-01-11,1525,ECH2908,MI,NISS,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4668,25.0,0.0,42.27854,-83.74019
4272,4100047756,837.0,2020-01-11,1526,GEV9004,NY,JEEP,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4672,25.0,0.0,42.27854,-83.74019
4273,4100047731,837.0,2020-01-11,1443,AJ69776,IL,BMW,,A01,EXPIRED METER,700 BLK OF TAPPAN,4594,25.0,0.0,42.281419,-83.748478
4274,4100047758,837.0,2020-01-11,1528,JKA6738,NY,ACUR,,A01,EXPIRED METER,700 BLK OF UNIVERSIT,4682,25.0,0.0,42.27854,-83.74019
4275,4100047759,837.0,2020-01-11,1601,DMA7497,MI,SUBA,,A01,EXPIRED METER,100 BLK OF ZINA PITC,5303,15.0,0.0,42.281419,-83.748478
4276,4100047760,837.0,2020-01-11,1603,BPK780,MI,CHEV,,A01,EXPIRED METER,100 BLK OF ZINA PITC,5302,15.0,0.0,42.281419,-83.748478
4277,4100047729,837.0,2020-01-11,1441,BMT153,MI,JEEP,,A01,EXPIRED METER,700 BLK OF TAPPAN,4590,15.0,0.0,42.281419,-83.748478
4278,4100047728,837.0,2020-01-11,1440,DJA9609,MI,DODG,,A01,EXPIRED METER,700 BLK OF TAPPAN,4597,25.0,0.0,42.281419,-83.748478
4279,4100047727,837.0,2020-01-11,1439,DUZ0345,MI,TOYO,,A29,OTHER,700 BLK OF TAPPAN,4601,35.0,0.0,42.281419,-83.748478
4280,4100047726,837.0,2020-01-11,1438,NEFR88,FL,MAZD,,A01,EXPIRED METER,700 BLK OF TAPPAN,4603,25.0,0.0,42.281419,-83.748478
4281,4100047725,837.0,2020-01-11,1437,HUK1750,OH,NISS,,A01,EXPIRED METER,700 BLK OF TAPPAN,4605,15.0,0.0,42.281419,-83.748478
4282,4100047724,837.0,2020-01-11,1436,266KJT,KS,FORD,,A01,EXPIRED METER,700 BLK OF TAPPAN,4607,25.0,0.0,42.281419,-83.748478
4283,4100047723,837.0,2020-01-11,1434,ALF0Y,MI,CHEV,,A01,EXPIRED METER,700 BLK OF TAPPAN,4613,25.0,0.0,42.281419,-83.748478
4284,4100047722,837.0,2020-01-11,1433,HXBA48,FL,HYUN,,A01,EXPIRED METER,700 BLK OF TAPPAN,4615,25.0,0.0,42.281419,-83.748478
4285,4100047721,837.0,2020-01-11,1432,DSE5175,MI,JEEP,,A01,EXPIRED METER,700 BLK OF TAPPAN,4621,15.0,0.0,42.281419,-83.748478
4286,4100047720,837.0,2020-01-11,1431,ECZ2968,MI,JEEP,,A01,EXPIRED METER,700 BLK OF TAPPAN,4616,25.0,0.0,42.281419,-83.748478
4287,4100047719,837.0,2020-01-11,1430,DMW9946,MI,DODG,,A01,EXPIRED METER,700 BLK OF TAPPAN,4614,15.0,0.0,42.281419,-83.748478
4288,4100047718,837.0,2020-01-11,1427,CAESURA,IA,TESL,,A01,EXPIRED METER,800 BLK OF MONROE,4890,25.0,0.0,42.273298,-83.739288
4289,4100047717,837.0,2020-01-11,1425,DJW4248,MI,AUDI,,A31,IMPROPER PARK,800 BLK OF MONROE,4887,25.0,0.0,42.273298,-83.739288
4290,4100047716,837.0,2020-01-11,1423,DLP4251,MI,HOND,,A01,EXPIRED METER,800 BLK OF MONROE,4895,15.0,0.0,42.273298,-83.739288
4291,4100047715,837.0,2020-01-11,1419,LKN0PE,MI,ACUR,,A01,EXPIRED METER,700 BLK OF OAKLAND,4972,15.0,0.0,42.273303,-83.739433
4292,4100047713,837.0,2020-01-11,1415,DRW4257,MI,HOND,,A01,EXPIRED METER,700 BLK OF PACKARD,4505,25.0,0.0,42.270524,-83.740193
4293,4100047735,837.0,2020-01-11,1449,AS95274,CT,TOYO,,A01,EXPIRED METER,700 BLK OF TAPPAN,4596,15.0,0.0,42.281419,-83.748478
4294,4100047711,837.0,2020-01-11,1408,AWASHER,FL,GMC,,A15,15' FIRE HYDRAN,808 DEWEY,,40.0,0.0,42.265852,-83.738879
4295,4100047710,837.0,2020-01-11,1403,DJW2786,MI,BMW,,A01,EXPIRED METER,1200 BLK OF STATE SO,4458,25.0,0.0,42.234941,-83.74653
4296,4100047709,837.0,2020-01-11,1358,2LYY52,MI,CHEV,,A01,EXPIRED METER,1100 BLK OF STATE SO,4428,25.0,0.0,42.281419,-83.748478
4297,4100047708,837.0,2020-01-11,1357,EBM3231,MI,TOYO,,A01,EXPIRED METER,1100 BLK OF STATE SO,4424,15.0,0.0,42.281419,-83.748478
4298,4100047707,837.0,2020-01-11,1356,DLM2541,MI,FORD,,A01,EXPIRED METER,1100 BLK OF STATE SO,4422,25.0,0.0,42.281419,-83.748478
4299,4100047706,837.0,2020-01-11,1353,DRF6967,MI,JEEP,,A01,EXPIRED METER,1100 BLK OF STATE SO,4418,15.0,0.0,42.281419,-83.748478
4300,4100047705,837.0,2020-01-11,1350,JHT4145,NY,BMW,,A01,EXPIRED METER,1000 BLK OF STATE SO,4412,15.0,0.0,42.281419,-83.748478
4301,4100047704,837.0,2020-01-11,1344,IKKA13,FL,TOYO,,A01,EXPIRED METER,800 BLK OF MARY ST,4533,15.0,0.0,42.271446,-83.741188
4302,4100047703,837.0,2020-01-11,1342,BQW7560,MI,BUIC,,A01,EXPIRED METER,800 BLK OF MARY ST,4531,25.0,0.0,42.271446,-83.741188
4303,4100047702,837.0,2020-01-11,1340,EBN6855,MI,HOND,,A01,EXPIRED METER,600 BLK OF PACKARD,4491,15.0,0.0,42.271716,-83.741477
4304,4100047701,837.0,2020-01-11,1339,8JYQ09,MI,GMC,,A01,EXPIRED METER,600 BLK OF HILL ST,4850,15.0,0.0,42.27186,-83.741631
4305,4100047699,837.0,2020-01-11,1334,7MJH91,MI,JEEP,,A01,EXPIRED METER,800 BLK OF STATE SOU,4376,25.0,0.0,42.281419,-83.748478
4306,4100047698,837.0,2020-01-11,1333,DYG8592,MI,JEEP,,A01,EXPIRED METER,800 BLK OF STATE SOU,4378,15.0,0.0,42.281419,-83.748478
4307,4100047697,837.0,2020-01-11,1329,DHH5534,MI,INFI,,A01,EXPIRED METER,700 BLK OF STATE SOU,4359,15.0,0.0,42.281419,-83.748478
4308,4100047696,837.0,2020-01-11,1328,DHQI64,FL,CHRY,,A01,EXPIRED METER,700 BLK OF STATE SOU,4357,15.0,0.0,42.281419,-83.748478
4309,4100047695,837.0,2020-01-11,1327,DWN0287,MI,CHEV,,A01,EXPIRED METER,700 BLK OF STATE SOU,4353,15.0,0.0,42.281419,-83.748478
4310,4100047694,837.0,2020-01-11,1325,CJJ7061,MI,CHRY,,A01,EXPIRED METER,700 BLK OF STATE SOU,4350,15.0,0.0,42.281419,-83.748478
4311,4100047674,837.0,2020-01-11,1208,DSP260,MI,FORD,,A01,EXPIRED METER,MADISON EAST,3319,25.0,0.0,42.30522,-83.77791
4312,4100047693,837.0,2020-01-11,1322,DEM8095,MI,JEEP,,A01,EXPIRED METER,MONROE,4936,15.0,0.0,42.27334,-83.73927
4313,4100047667,837.0,2020-01-11,1136,CADS426,ON,HOND,,A01,EXPIRED METER,500 BLK OF DIVISION,3483,15.0,0.0,42.281419,-83.748478
4314,4100047692,837.0,2020-01-11,1320,IMNEM0,MI,SUBA,,A01,EXPIRED METER,MONROE,4943,25.0,0.0,42.27334,-83.73927
4315,4100047691,837.0,2020-01-11,1317,WHF8P,FL,HYUN,,A01,EXPIRED METER,600 BLK OF STATE SOU,4317,15.0,0.0,42.281419,-83.748478
